id_envio,centro_distribucion,transportista,tipo_servicio,dia_semana,distancia_km,peso_kg,volumen_m3,n_paradas,temperatura_ambiente_c,costo_combustible_usd,tiempo_transito_h,calificacion_cliente,retraso
102329,CD-Montevideo,TR-099,Estándar,martes,11.81,13.17,0.0698,5,-99.0,13.36,1.38,4.0,0
103285,CD-Salto,TR-032,Express,viernes,27.83,3.16,0.0401,8,25.3,10.98,4.15,2.6,0
101969,CD-Montevideo,TR-109,Express ,lunes,284.13,3.81,0.0347,4,19.1,24.65,7.1,,1
102986,CD-Montevideo,TR-010,Estándar ,miércoles,36.8,9.53,0.0498,9,,7.03,2.08,4.3,0
101540,CD-Maldonado,TR-012,Express,viernes,34.41,6.21,0.0496,6,26.1,13.38,3.75,4.0,0
102947,CD-Salto,TR-105,Estándar,lunes,30.09,2.92,0.0431,5,19.3,12.84,2.38,2.8,1
102536,CD-Montevideo,TR-040,Express,viernes,287.9,3.17,0.0398,0,23.9,15.58,6.73,3.6,1
102061,CD-Montevideo,TR-072,Estándar,martes,26.83,5.4,0.0427,12,24.7,15.18,3.27,4.0,0
102185,CD-Montevideo,TR-028,Económico,martes,24.84,6.42,0.0645,6,22.6,11.91,0.58,4.0,0
100268,CD-Maldonado,TR-012,Estándar,miércoles,22.69,10.6,0.0879,9,24.0,14.05,3.62,2.7,0
101771,CD-Salto,TR-045,Estándar,viernes,27.21,10.02,0.0524,5,27.0,10.41,1.25,3.8,0
101404,CD-Montevideo,TR-015,Económico,lunes,19.69,9.78,0.0545,9,21.7,12.32,17.24,,1
101890,CD-Salto,TR-071,Estándar,jueves,26.6,3.77,0.0447,6,,12.33,2.74,4.3,0
102176,CD-Montevideo,TR-001,express,viernes,17.58,4.5,0.0658,5,25.3,10.12,2.37,3.4,0
101658,CD-Maldonado,TR-056,Estándar,miércoles,30.81,3.58,0.0565,9,28.2,17.96,3.57,4.4,0
101058,CD-Montevideo,TR-116,Estándar,martes,24.1,8.7,0.0595,6,20.4,10.28,1.78,3.5,0
103073,CD-Montevideo,TR-056,Express,miércoles,161.26,4.31,0.0398,2,12.3,12.99,3.55,,0
101201,CD-Canelones,TR-076,Económico ,lunes,170.44,8.79,0.0574,1,12.8,15.2,5.43,3.6,0
101562,CD-Maldonado,TR-022,Estándar,sábado,33.31,4.8,0.0508,10,17.1,10.66,-1.91,4.7,0
100700,CD-Canelones,TR-105,Estándar,miércoles,25.1,4.38,0.0616,5,25.2,4.4,2.79,3.9,0
103236,CD-Canelones,TR-109,Económico ,lunes,286.54,11.05,0.0546,4,25.1,17.24,5.66,4.8,0
102162,CD-Montevideo,TR-026,Express,miércoles,17.82,2.33,0.0263,9,18.4,14.17,2.93,4.6,0
101224,CD-Maldonado,TR-023,Estándar ,viernes,222.07,1.72,0.0253,6,15.5,24.83,4.7,3.3,0
103447,CD-Maldonado,TR-081,Económico,viernes,269.14,0.0,0.063,0,20.5,18.27,5.93,2.8,0
100329,CD-Montevideo,TR-114,Express,viernes,196.18,2.52,0.0212,2,13.5,15.12,3.74,,1
102001,CD-Maldonado,TR-040,Estándar,lunes,261.67,3.64,0.0251,2,,19.51,4.99,4.5,0
100458,CD-Montevideo,TR-111,Económico,lunes,181.27,3.77,0.0301,2,11.1,19.6,4.16,4.5,0
101684,CD-Salto,TR-041,Estándar ,miércoles,17.14,1.49,0.0359,8,,9.95,2.26,4.6,0
100316,CD-Montevideo,TR-009,Estándar,lunes,229.24,5.19,0.0363,1,26.7,19.28,3.95,4.4,0
102011,CD-Montevideo,TR-025,Estándar,jueves,272.59,6.49,0.0697,3,18.8,23.47,5.03,4.8,0
101278,CD-Montevideo,TR-007,Express,viernes,217.33,7.64,0.041,3,23.6,13.99,5.16,3.2,1
103311,CD-Canelones,TR-106,Estándar,jueves,10.74,0.0,0.0542,6,21.8,10.03,3.55,4.7,0
101657,CD-Montevideo,TR-027,Express,jueves,22.74,1.43,0.0177,4,23.8,7.82,1.27,4.3,0
100477,CD-Canelones,TR-098,Económico,lunes,27.12,12.09,0.0915,11,13.2,12.95,3.45,3.9,0
103027,CD-Montevideo,TR-004,Estándar,sábado,18.93,5.04,0.0357,9,17.0,10.85,2.41,3.5,0
103537,CD-Maldonado,TR-034,Express,viernes,33.58,0.0,0.0299,8,23.8,17.49,2.31,3.9,0
103478,CD-Canelones,TR-039,Express,viernes,27.93,4.97,0.0501,4,19.4,7.49,2.13,4.4,0
100733,CD-Maldonado,TR-063,estándar,miércoles,21.56,9.51,0.0728,5,30.0,10.38,1.71,3.5,0
102092,CD-Salto,TR-028,Estándar ,lunes,190.39,4.44,0.0535,1,,15.71,4.58,2.8,0
100750,CD-Salto,TR-081,Express,martes,175.63,2.11,,2,,11.54,3.9,4.6,0
103122,CD-Montevideo,TR-097,Estándar,miércoles,261.1,6.69,0.0382,6,28.4,20.13,7.69,4.7,0
100225,CD-Montevideo,TR-067,Estándar,lunes,7.26,15.67,0.0752,6,17.0,15.16,3.9,4.1,0
102880,CD-Montevideo,TR-059,ESTÁNDAR,viernes,17.45,8.25,0.0643,8,16.4,9.16,2.8,4.0,0
103088,CD-Salto,TR-053,Estándar,miércoles,36.13,4.73,0.029,7,20.4,1.0,2.85,3.9,0
100767,CD-Canelones,TR-105,Estándar,jueves,252.51,8.28,,1,10.6,14.73,14.1,3.4,1
100219,CD-Canelones,TR-109,Estándar,viernes,27.95,3.17,0.04,14,20.3,15.32,4.75,4.4,0
100194,CD-Maldonado,TR-028,Express,miércoles,203.21,5.67,0.0459,1,17.2,17.57,5.84,3.7,1
103013,CD-Salto,TR-040,Estándar,lunes,30.47,0.92,0.0225,6,30.9,16.79,2.44,4.0,0
100656,CD-Montevideo,TR-008,Express,jueves,325.47,3.7,0.0321,2,17.5,19.14,8.1,,0
101946,CD-Maldonado,TR-105,Económico,viernes,33.71,3.94,0.0431,6,21.0,9.01,2.73,4.4,0
100802,CD-Salto,TR-053,Estándar,lunes,245.64,8.27,0.0884,5,,21.12,7.71,,1
102425,CD-Montevideo,TR-069,Express,lunes,21.31,4.65,0.0348,4,18.1,5.85,1.84,3.4,1
102414,CD-Montevideo,TR-020,Económico,viernes,34.08,6.26,0.0439,6,5.4,11.69,1.98,4.1,0
100289,CD-Montevideo,TR-104,Estándar,viernes,33.63,1.29,0.0685,7,,11.57,4.77,3.9,0
101196,CD-Montevideo,TR-084,estándar,lunes,29.08,3.21,0.0526,10,16.3,14.15,3.59,4.1,0
102700,CD-Canelones,TR-075,Express,miércoles,25.6,10.31,,6,15.5,10.12,1.51,3.3,0
102295,CD-Montevideo,TR-074,ESTÁNDAR,jueves,40.46,0.0,0.0567,8,21.8,22.76,2.51,,0
102271,CD-Canelones,TR-085,ESTÁNDAR,martes,22.37,2.63,0.0499,4,21.2,5.93,3.04,3.0,0
103078,CD-Montevideo,TR-035,Estándar,viernes,27.19,3.12,0.0392,9,18.4,12.28,2.46,4.8,0
100156,CD-Maldonado,TR-072,Estándar,viernes,32.42,14.43,0.0895,4,12.7,10.6,2.11,4.6,0
102782,CD-Montevideo,TR-066,Económico,miércoles,256.95,6.6,0.069,6,22.0,23.13,5.6,4.6,0
102506,CD-Montevideo,TR-029,Económico,martes,26.54,4.58,0.0369,4,21.3,9.5,1.67,4.0,0
102265,CD-Canelones,TR-041,EXPRESS,miércoles,190.49,1.87,0.0196,1,24.9,8.16,4.24,4.2,0
100869,CD-Montevideo,TR-074,Express,viernes,225.19,4.82,0.0342,2,22.2,15.48,5.63,5.0,0
102839,CD-Montevideo,TR-052,Express,martes,24.44,4.67,0.031,7,19.1,9.13,2.06,3.6,0
101508,CD-Maldonado,TR-050,Estándar,martes,30.82,9.03,0.0618,8,22.7,13.8,3.84,2.3,0
100405,CD-Montevideo,TR-064,Express,jueves,23.95,6.35,0.0511,10,6.2,16.41,3.67,,0
100514,CD-Salto,TR-088,Express,martes,35.58,20.66,0.1033,11,,16.39,3.26,3.1,0
100190,CD-Montevideo,TR-024,Express,miércoles,316.2,12.34,0.0733,0,,20.61,6.1,4.0,0
101731,CD-Montevideo,TR-060,Estándar,sábado,30.32,5.41,0.0335,8,31.7,14.75,2.64,3.9,0
100442,CD-Canelones,TR-032,Económico,sábado,30.69,4.59,0.0506,7,1.4,9.66,3.89,3.1,0
103075,CD-Montevideo,TR-094,Estándar,jueves,34.11,4.38,0.0518,6,3.8,11.8,3.69,3.4,0
101027,CD-Salto,TR-051,Estándar,viernes,34.24,8.71,0.0542,8,15.5,12.86,1.02,4.0,0
103336,CD-Canelones,TR-056,EXPRESS,lunes,285.81,5.81,0.0551,0,18.2,20.79,4.88,4.2,0
100736,CD-Montevideo,TR-077,Express,viernes,284.09,10.06,0.0572,2,18.5,20.34,7.34,4.3,0
100657,CD-Montevideo,TR-019,Económico,miércoles,35.45,3.99,,7,15.0,13.65,5.1,,0
103415,CD-Montevideo,TR-064,Estándar,jueves,36.75,5.57,0.0547,7,21.0,10.75,2.54,4.5,0
103106,CD-Salto,TR-095,Express,jueves,28.94,9.7,0.0504,10,27.2,15.98,3.96,,0
101809,CD-Montevideo,TR-020,Express,jueves,41.42,1.98,0.0696,6,15.9,15.89,8.77,2.6,1
101416,CD-Maldonado,TR-071,Express,jueves,29.0,3.02,0.0255,5,18.0,10.93,2.28,4.4,0
102371,CD-Montevideo,TR-101,Express,jueves,286.23,4.71,0.0468,1,7.5,23.91,6.13,4.1,0
100150,CD-Montevideo,TR-037,Express ,viernes,230.45,8.34,0.0647,4,21.5,20.35,6.56,3.2,0
102021,CD-Montevideo,TR-112,ESTÁNDAR,lunes,16.68,3.72,0.0404,6,-99.0,9.28,1.03,4.8,0
101535,CD-Montevideo,TR-060,Estándar,miércoles,49.55,2.48,0.0607,12,20.0,18.75,3.72,,0
103136,CD-Salto,TR-002,Económico,martes,30.91,4.36,0.0547,7,21.2,13.44,2.14,4.4,0
103516,CD-Montevideo,TR-095,Estándar,martes,32.94,2.07,0.0218,7,6.6,13.49,3.63,3.7,0
101024,CD-Maldonado,TR-101,Express,viernes,275.14,12.57,0.0864,3,18.5,19.89,5.82,4.1,0
101910,CD-Montevideo,TR-107,Estándar,martes,38.72,1.46,0.042,11,27.9,19.99,3.24,4.4,0
102091,CD-Canelones,TR-051,Express,viernes,37.67,2.31,0.0531,5,17.7,11.72,1.59,4.2,0
101153,CD-Canelones,TR-066,Económico,lunes,160.42,9.36,0.0547,5,4.7,17.3,4.56,4.6,0
101197,CD-Maldonado,TR-092,Económico,jueves,30.61,7.37,0.0422,8,25.1,9.8,1.48,4.3,0
103094,CD-Montevideo,TR-051,Estándar,viernes,247.37,1.28,0.0266,0,11.0,10.11,4.51,4.5,0
102161,CD-Montevideo,TR-010,Estándar ,miércoles,21.38,7.12,0.0557,6,30.0,5.53,2.62,3.9,0
101863,CD-Maldonado,TR-015,Express,lunes,15.16,2.04,0.0234,9,24.3,13.51,3.05,3.7,0
100506,CD-Canelones,TR-004,Económico,lunes,21.12,5.4,0.0375,5,22.8,15.02,1.12,4.1,0
103434,CD-Maldonado,TR-022,Estándar,martes,15.57,0.0,0.0229,6,15.6,5.67,3.61,,0
102420,CD-Salto,TR-058,Económico ,miércoles,262.92,6.51,,2,,23.38,5.2,3.2,1
101927,CD-Maldonado,TR-015,Económico,sábado,30.36,5.02,0.0477,7,16.4,9.18,3.51,3.4,0
101925,CD-Canelones,TR-037,Estándar,sábado,18.82,2.04,0.0367,10,19.8,17.6,3.36,3.2,1
100915,CD-Salto,TR-021,Económico,viernes,232.38,2.47,0.0496,4,23.3,21.8,5.5,3.8,0
102696,CD-Canelones,TR-036,Express,jueves,264.88,1.39,0.0476,3,17.7,18.59,6.59,4.4,0
102850,CD-Canelones,TR-116,Estándar,lunes,16.39,3.75,,6,25.6,8.41,2.42,4.2,0
103256,CD-Montevideo,TR-118,estándar,miércoles,211.39,5.78,0.0456,2,20.2,19.0,4.25,4.0,0
101031,CD-Montevideo,TR-010,Estándar,jueves,25.1,29.98,0.1654,7,26.9,10.8,2.98,3.8,1
103522,CD-Canelones,TR-050,Estándar,martes,30.92,4.44,0.0643,9,18.5,13.67,4.5,,0
100189,CD-Canelones,TR-101,Estándar,martes,295.51,4.55,0.0314,2,15.4,23.21,5.48,4.9,0
100085,CD-Montevideo,TR-108,Económico,jueves,34.97,6.48,0.0479,7,-99.0,14.88,3.91,4.5,0
101354,CD-Canelones,TR-048,Estándar,martes,191.7,2.58,0.059,3,15.2,13.51,4.76,4.9,0
101660,CD-Montevideo,TR-070,Express,martes,248.77,4.83,0.0384,2,19.3,15.07,4.81,3.2,0
103477,CD-Salto,TR-054,Económico,martes,32.36,5.18,0.0474,5,,14.56,2.76,4.5,0
102393,CD-Canelones,TR-006,Express,miércoles,40.34,13.3,0.1346,12,-99.0,20.52,3.5,3.6,0
100804,CD-Montevideo,TR-015,Estándar,miércoles,25.6,6.7,0.0586,6,26.7,8.12,4.22,2.8,0
103175,CD-Montevideo,TR-046,Express,lunes,19.95,6.1,0.0518,12,17.8,16.83,2.33,4.4,0
101471,CD-Salto,TR-013,Express,viernes,322.56,1.91,0.0206,4,31.2,19.83,5.63,4.5,0
101837,CD-Canelones,TR-113,Express,martes,223.17,6.78,0.0523,3,15.2,20.53,4.63,4.5,0
101534,CD-Montevideo,TR-109,express,martes,239.81,2.24,,4,25.0,24.41,5.73,4.2,0
102706,CD-Canelones,TR-015,ESTÁNDAR,miércoles,24.9,6.64,0.0399,10,11.6,14.28,3.92,4.6,0
101452,CD-Canelones,TR-076,express,jueves,27.61,9.22,0.0712,7,14.8,12.19,2.69,4.1,0
102687,CD-Maldonado,TR-083,Express,viernes,36.13,5.55,0.0663,7,25.5,9.46,1.44,4.7,0
100356,CD-Maldonado,TR-074,ESTÁNDAR,martes,29.34,1.83,0.062,6,22.0,4.29,3.37,3.0,0
102513,CD-Canelones,TR-034,Express,miércoles,22.49,4.48,0.0388,9,31.3,9.69,6.49,,1
101380,CD-Montevideo,TR-112,Económico,viernes,32.9,5.85,0.0359,7,27.1,13.82,2.29,4.1,0
101479,CD-Montevideo,TR-011,Estándar ,sábado,23.84,4.78,,9,10.8,8.95,4.49,5.0,0
102164,CD-Maldonado,TR-058,Express,martes,11.3,26.12,,11,11.4,5.65,3.32,3.2,0
100037,CD-Maldonado,TR-075,Estándar,viernes,293.39,10.12,0.0804,0,24.4,15.74,5.23,4.2,0
100602,CD-Salto,TR-109,Estándar,miércoles,28.98,2.6,,10,,17.19,3.9,4.5,0
101215,CD-Montevideo,TR-004,Estándar,miércoles,275.97,4.29,0.0362,2,29.4,17.97,4.64,4.9,0
100822,CD-Montevideo,TR-116,Express ,miércoles,42.27,2.81,0.0321,6,18.5,10.06,2.56,,0
100069,CD-Montevideo,TR-003,EXPRESS,miércoles,19.97,2.48,0.035,6,26.0,8.94,2.0,,0
100916,CD-Montevideo,TR-046,estándar,lunes,28.39,2.27,0.0203,6,20.0,11.21,2.49,3.9,0
102179,CD-Montevideo,TR-080,estándar,lunes,183.07,11.88,0.0629,1,20.8,17.08,2.39,4.3,0
103154,CD-Montevideo,TR-060,Económico,viernes,249.32,8.45,0.0445,2,,24.38,6.08,4.6,0
100009,CD-Canelones,TR-010,Estándar,jueves,34.62,3.94,,5,13.7,10.92,2.99,4.5,0
101235,CD-Canelones,TR-037,Estándar,lunes,12.22,3.8,0.0323,7,29.0,13.77,1.79,3.5,0
101932,CD-Maldonado,TR-008,estándar,jueves,239.83,7.18,0.0669,1,14.2,21.21,5.28,,0
100981,CD-Maldonado,TR-098,Express,miércoles,338.59,4.12,0.0385,3,16.1,24.79,13.83,3.5,1
101143,CD-Salto,TR-048,Express,jueves,38.44,10.36,0.0785,5,24.0,11.08,1.79,3.2,0
100314,CD-Montevideo,TR-029,Económico,lunes,20.68,1.92,0.0383,5,12.6,11.7,4.02,4.1,0
103086,CD-Canelones,TR-014,ESTÁNDAR,viernes,28.19,3.06,0.0339,3,19.0,5.18,1.52,4.6,0
102689,CD-Canelones,TR-052,Económico,sábado,37.16,7.55,0.0483,8,19.7,10.11,3.14,4.7,0
100788,CD-Montevideo,TR-038,Estándar,lunes,202.75,7.88,0.0691,2,21.8,21.06,6.18,4.3,0
102979,CD-Salto,TR-023,Estándar,sábado,22.15,8.75,0.0491,8,,10.14,1.91,4.7,0
102476,CD-Canelones,TR-101,Estándar,jueves,25.63,5.13,0.0407,8,19.8,4.51,3.19,,0
101053,CD-Canelones,TR-069,estándar,martes,14.62,4.75,0.0433,3,9.4,6.56,2.09,3.7,0
100561,CD-Salto,TR-108,Express,martes,43.94,11.73,0.0705,6,12.5,8.12,2.94,3.7,0
102973,CD-Montevideo,TR-065,Económico,lunes,23.48,10.28,0.0536,9,21.9,12.44,2.89,4.7,0
102558,CD-Montevideo,TR-118,Estándar,viernes,26.85,7.98,0.0532,8,15.3,10.1,2.83,4.0,1
100265,CD-Salto,TR-026,Express,miércoles,204.2,3.19,0.0282,2,,17.28,4.48,,0
103468,CD-Salto,TR-035,Express,jueves,13.6,6.25,0.0454,7,16.6,7.91,1.04,4.8,0
101206,CD-Maldonado,TR-023,Express ,sábado,34.31,6.66,0.06,14,23.5,17.65,4.24,3.4,0
103449,CD-Canelones,TR-118,Express,jueves,275.22,7.25,0.0649,1,-99.0,17.95,6.48,,0
100799,CD-Montevideo,TR-078,Express,miércoles,15.98,11.6,0.0736,12,14.7,12.29,4.52,4.4,0
103021,CD-Canelones,TR-107,Estándar,martes,186.22,18.67,0.0872,1,18.3,15.34,4.29,4.5,0
103033,CD-Maldonado,TR-035,EXPRESS,lunes,22.7,5.39,0.0505,7,24.6,14.58,3.64,,1
103164,CD-Salto,TR-117,económico,martes,22.26,7.14,0.069,8,,15.05,1.02,4.6,0
101709,CD-Salto,TR-115,Express,lunes,25.76,5.13,0.0364,7,27.5,8.51,3.78,3.5,1
100536,CD-Montevideo,TR-028,Estándar,jueves,19.4,8.38,0.0727,5,23.2,10.19,2.64,4.6,0
103128,CD-Maldonado,TR-002,Express,lunes,17.03,10.25,0.0571,4,18.8,12.69,2.82,4.4,0
100997,CD-Montevideo,TR-094,ECONÓMICO,lunes,178.24,4.36,0.0508,3,11.9,20.01,6.12,4.3,0
100045,CD-Canelones,TR-080,Económico,viernes,209.01,5.21,0.0348,2,23.2,13.48,5.18,4.5,0
101282,CD-Maldonado,TR-014,Estándar,sábado,101.39,4.61,0.0536,2,19.6,8.95,5.22,3.7,0
102192,CD-Montevideo,TR-094,Estándar,jueves,21.17,2.08,0.0228,6,19.4,6.16,2.04,4.2,0
102753,CD-Salto,TR-104,Express,jueves,272.49,6.84,0.0558,2,,22.09,4.3,4.1,0
102228,CD-Montevideo,TR-014,Estándar ,viernes,308.65,5.64,0.0401,1,19.8,24.52,6.44,3.2,0
100223,CD-Salto,TR-066,Económico ,viernes,209.67,2.62,0.0447,0,26.8,18.6,3.62,4.3,0
102304,CD-Salto,TR-056,ECONÓMICO,sábado,255.21,2.01,0.0522,2,,19.34,5.85,3.7,1
103534,CD-Maldonado,TR-066,estándar,sábado,30.0,4.04,0.0425,10,16.3,17.78,3.74,3.5,1
100021,CD-Maldonado,TR-025,Estándar ,jueves,215.77,3.21,0.025,2,27.4,16.53,4.61,4.8,0
103219,CD-Montevideo,TR-114,Estándar,martes,30.61,7.87,0.0598,8,14.9,7.15,2.42,,0
101374,CD-Montevideo,TR-089,Estándar,lunes,261.58,5.74,0.0509,3,31.5,25.69,7.25,3.9,0
101134,CD-Canelones,TR-002,Económico,lunes,33.79,4.34,0.0399,5,21.6,3.38,1.84,4.6,0
101997,CD-Montevideo,TR-093,Express,martes,245.57,8.62,0.0698,1,26.7,23.29,4.77,2.8,0
102614,CD-Maldonado,TR-053,Express ,viernes,13.03,11.97,0.0686,11,25.8,11.78,4.53,2.5,0
101195,CD-Salto,TR-021,Económico,martes,308.91,4.35,0.0294,4,20.2,28.24,7.42,3.9,0
102820,CD-Maldonado,TR-033,Estándar,jueves,18.5,5.54,0.055,5,24.2,7.31,2.57,3.1,0
102249,CD-Salto,TR-042,Económico,martes,11.71,8.81,0.0654,6,,8.38,3.19,5.0,0
101522,CD-Montevideo,TR-103,ESTÁNDAR,miércoles,271.39,6.48,0.0432,1,19.7,17.72,4.64,4.2,0
100938,CD-Canelones,TR-118,Estándar,martes,132.49,6.98,0.0452,3,13.9,18.53,4.11,2.9,0
101907,CD-Canelones,TR-100,Estándar,miércoles,21.31,5.07,0.0704,8,18.4,10.7,1.23,,0
102046,CD-Salto,TR-056,Estándar,sábado,27.67,3.45,0.0241,10,13.1,18.25,3.15,4.5,0
101390,CD-Montevideo,TR-095,Económico,miércoles,29.29,1.76,0.0178,3,22.9,12.42,2.74,2.2,0
103446,CD-Montevideo,TR-002,ECONÓMICO,martes,11.93,8.62,0.0524,8,32.5,11.26,2.55,4.8,0
101632,CD-Maldonado,TR-026,Económico,jueves,26.11,3.77,0.065,6,5.8,10.9,3.07,3.9,0
102738,CD-Montevideo,TR-010,Express,viernes,246.98,7.01,0.0417,1,21.7,15.86,5.2,4.7,0
103282,CD-Montevideo,TR-034,Económico,miércoles,211.33,3.51,0.0477,1,26.5,18.92,5.35,4.2,0
100243,CD-Montevideo,TR-101,Estándar,viernes,16.25,12.81,0.0801,7,14.4,11.15,2.87,2.7,0
101185,CD-Montevideo,TR-096,Estándar,lunes,12.29,2.95,0.0287,9,28.0,12.6,1.59,4.1,0
103493,CD-Salto,TR-030,Express,viernes,42.76,3.63,0.048,5,,10.94,1.78,4.3,0
102802,CD-Maldonado,TR-050,Estándar,jueves,300.52,4.55,0.0389,0,16.1,18.23,7.3,4.5,0
103141,CD-Canelones,TR-067,Express,jueves,282.88,1.16,0.0227,2,19.5,19.87,4.05,3.7,0
101761,CD-Montevideo,TR-023,Estándar ,lunes,23.03,6.6,0.0636,5,16.1,7.74,1.36,3.7,0
100560,CD-Montevideo,TR-013,Económico,jueves,26.86,9.43,0.0554,6,30.5,11.95,2.47,,0
100044,CD-Canelones,TR-044,ESTÁNDAR,lunes,33.3,4.18,0.0314,9,26.6,18.07,2.25,4.8,0
101458,CD-Canelones,TR-119,ESTÁNDAR,miércoles,14.61,4.91,0.0533,8,23.3,8.38,3.19,4.3,0
100091,CD-Canelones,TR-054,Express,viernes,307.13,5.53,0.0494,4,21.7,27.09,7.77,4.9,0
100343,CD-Montevideo,TR-032,EXPRESS,jueves,160.61,2.44,0.0306,2,24.9,14.98,5.76,2.2,0
103010,CD-Montevideo,TR-042,Estándar,martes,22.65,1.52,0.0529,9,11.5,11.38,4.44,2.7,0
102359,CD-Salto,TR-100,Express,lunes,20970.0,2.97,0.0319,10,19.3,13.52,1.17,4.7,0
103119,CD-Salto,TR-045,económico,lunes,16.55,2.12,,8,21.4,11.76,3.35,4.5,0
102215,CD-Montevideo,TR-047,express,martes,199.48,9.23,0.056,1,13.0,19.16,5.68,3.0,0
100058,CD-Canelones,TR-119,Estándar,lunes,28.55,5.12,0.0314,8,22.5,13.43,2.35,3.8,0
100347,CD-Salto,TR-077,EXPRESS,martes,22.92,14.67,0.0879,3,27.6,9.2,2.97,4.7,0
103530,CD-Montevideo,TR-017,estándar,jueves,20.49,3.75,0.0428,10,13.8,13.83,1.67,3.0,0
102686,CD-Montevideo,TR-001,ESTÁNDAR,jueves,36.35,2.9,0.0287,8,15.8,16.12,3.74,,0
102058,CD-Salto,TR-057,Estándar,jueves,98.27,1.3,,1,,8.99,2.97,4.8,0
102969,CD-Salto,TR-092,Express,lunes,39.16,0.0,0.0412,9,22.1,12.82,4.93,3.8,0
100272,CD-Montevideo,TR-072,Express,sábado,41.38,3.07,0.0314,8,23.9,17.26,2.49,,0
101337,CD-Salto,TR-095,Económico,sábado,318.71,5.68,0.0498,1,,22.43,19.03,3.4,1
103170,CD-Montevideo,TR-087,Estándar,martes,31.24,2.13,0.0255,9,16.8,15.54,1.79,2.7,0
101324,CD-Montevideo,TR-093,Express,viernes,25.9,2.98,0.0244,6,12.1,9.97,0.88,3.4,1
102755,CD-Canelones,TR-068,EXPRESS,jueves,28.34,4.66,0.0537,7,26.4,10.45,2.99,4.5,0
100711,CD-Canelones,TR-106,Estándar,jueves,273.12,4.76,0.0479,2,28.0,21.99,6.5,4.7,0
102258,CD-Canelones,TR-068,Express,sábado,26.64,2.52,0.0303,3,19.9,10.82,3.54,4.7,0
102433,CD-Montevideo,TR-052,Económico,jueves,289.22,9.0,0.0633,2,21.2,19.6,6.68,4.5,0
102773,CD-Salto,TR-084,Estándar,lunes,27.33,1.94,0.0202,10,20.4,18.3,3.29,3.7,0
100358,CD-Maldonado,TR-019,Estándar,viernes,328.57,7.83,0.0423,1,,25.61,4.75,3.7,0
101965,CD-Salto,TR-060,Express,jueves,228.69,3.88,,1,16.1,15.01,5.12,3.5,0
103423,CD-Montevideo,TR-088,Estándar,miércoles,26.62,3.88,0.0291,11,16.9,15.36,4.15,3.3,1
102575,CD-Montevideo,TR-021,Express,miércoles,24.44,5.74,0.0402,11,27.3,14.33,5.05,3.8,0
100542,CD-Canelones,TR-093,Estándar,martes,38.85,3.82,0.0468,6,22.9,13.1,2.84,4.4,0
103238,CD-Canelones,TR-057,ESTÁNDAR,sábado,40.14,5.26,0.0355,9,26.5,16.16,2.8,,0
102676,CD-Maldonado,TR-061,Estándar ,miércoles,22.62,3.16,0.0297,6,19.1,10.47,1.72,4.6,0
100660,CD-Salto,TR-016,Económico,lunes,191.23,8.67,0.0738,2,18.7,19.43,4.73,3.3,0
100369,CD-Montevideo,TR-053,Estándar,miércoles,24.27,3.09,,9,22.1,10.69,8.46,,1
101848,CD-Salto,TR-003,Express,lunes,23.75,3.66,0.0305,5,14.5,12.4,2.46,4.2,0
103298,CD-Salto,TR-090,Express,lunes,26.81,1.79,0.0303,11,,9.36,3.23,4.6,0
100290,CD-Canelones,TR-029,Estándar,miércoles,305.97,11.29,0.0629,1,9.3,20.25,6.15,3.4,0
100910,CD-Canelones,TR-009,Estándar,miércoles,34.23,1.68,,10,30.6,15.14,1.59,4.1,0
100605,CD-Canelones,TR-042,Económico,jueves,23.0,6.54,0.0468,11,15.6,18.6,3.67,4.8,0
102680,CD-Canelones,TR-007,Económico,lunes,27.22,2.64,0.0333,10,20.3,13.36,3.33,3.4,0
103095,CD-Canelones,TR-114,Económico,viernes,233.82,6.5,0.0423,2,12.8,16.47,5.28,2.7,1
100254,CD-Canelones,TR-020,Express,martes,227.69,7.47,0.0405,0,,13.09,4.06,4.8,0
101297,CD-Maldonado,TR-091,estándar,lunes,233.73,1.61,0.0285,2,25.6,16.08,5.39,4.3,0
102208,CD-Montevideo,TR-047,Express,lunes,22.62,4.94,0.0344,7,27.8,15.68,3.42,4.7,0
102197,CD-Salto,TR-120,Express,sábado,213.42,5.46,,0,26.9,15.49,5.62,4.1,0
101059,CD-Montevideo,TR-080,Estándar,jueves,256.41,3.26,0.0328,1,18.9,19.98,3.4,3.6,0
101818,CD-Montevideo,TR-049,Express,miércoles,19.38,3.62,0.0455,5,17.8,11.58,0.24,,0
101501,CD-Canelones,TR-112,Económico,viernes,23.05,6.16,0.0351,12,12.5,16.87,10.46,3.5,1
102082,CD-Montevideo,TR-043,Estándar,viernes,292.71,11.74,0.0741,4,18.6,21.48,6.57,4.2,0
102733,CD-Montevideo,TR-054,estándar,jueves,26.52,7.98,0.0558,15,30.9,21.74,5.02,4.5,0
100179,CD-Montevideo,TR-086,Económico,martes,276.45,5.78,0.0366,1,25.6,16.87,6.52,4.2,0
100010,CD-Montevideo,TR-091,Express,jueves,18.77,1.47,0.0478,8,23.8,17.72,3.82,3.5,0
103280,CD-Salto,TR-045,Express,miércoles,31.49,9.04,,10,6.3,13.99,3.11,4.4,0
101570,CD-Canelones,TR-119,estándar,miércoles,262.03,7.78,0.0559,2,18.1,12.29,5.58,4.8,0
